name,name_kr,bre_name,country,대분류,소분류,abv,image
Hop Hazard Unfiltered American Pale Ale,,River Horse Brewing Co.,US,ALE,American Pale Ale (APA),6.5,pa.jpg
Hop Hash,,SweetWater Brewing Company,US,ALE,American Imperial IPA,7.8,ipa.jpg
Hop Hash,,Caldera Brewing Company,US,ALE,American IPA,6.5,ipa.jpg
Hop Harvest Oktoberfest,,Peak Organic Brewing Company,US,ETC,German Marzen / Oktoberfest,4.9,pa.jpg
Hop Happy India Pale Ale,,Milwaukee Brewing Company,US,ALE,American IPA,7.5,ipa.jpg
Hop Gun,,Funky Buddha Brewery,US,ALE,American IPA,7,ipa.jpg
Hop Geek #1,,Free Will Brewing Co.,US,ALE,American Imperial IPA,8.9,ipa.jpg
Hop Freak,,Milwaukee Brewing Company,US,ALE,American Imperial IPA,8.7,ipa.jpg
Hop Forest,,Bent Paddle Brewing Co.,US,ALE,American Imperial IPA,8.9,ipa.jpg
Hop For Teacher,,Fountain Square Brewing Co.,US,ALE,American Pale Ale (APA),5.4,pa.jpg
Hop Flood,,Evil Twin Brewing,US,ALE,American Amber / Red Ale,7,rale.jpg
Hop Explosion,,Fegley's Bethlehem Brew Works,US,ALE,American IPA,7,ipa.jpg
Hop Explosion,,Allentown Brew Works,US,ALE,American IPA,7,ipa.jpg
Hop Dog Double Wheat IPA,,Midnight Sun Brewing Co.,US,ALE,American Imperial IPA,8,ipa.jpg
Hop Dish IPA,,Lift Bridge Brewery,US,ALE,American IPA,7.5,ipa.jpg
Hop Diggity,,Mother Earth Brew Co.,US,ALE,American Imperial IPA,8,ipa.jpg
Hop Delusion,,Karbach Brewing Co.,US,ALE,American Imperial IPA,9,ipa.jpg
Hop Dang Diggity Southern IPA,,Jekyll Brewing,US,ALE,American IPA,6.7,ipa.jpg
Hop Dam Triple IPA,,Hoppin' Frog Brewery,US,ALE,American Imperial IPA,10,ipa.jpg
Hop Czar,,BridgePort Brewing Co. / Brewpub,US,ALE,American Imperial IPA,7.5,ipa.jpg
Hop Crisis,,21st Amendment Brewery,US,ALE,American Imperial IPA,9.7,ipa.jpg
Hop Cream,,Capital Brewery,US,ALE,American Cream Ale,5.3,pa.jpg
Hop Cooler,,Ninkasi Brewing Company,US,ALE,American IPA,7.2,ipa.jpg
Hop Continuum No. 1 - Blood Orange Gypsy IPA,,DuClaw Brewing Company,US,ALE,American IPA,6.5,ipa.jpg
Hop Common,,Peekskill Brewery,US,ETC,California Common / Steam Beer,5.7,pa.jpg
Hop Commander IPA,,Captain Lawrence Brewing Co.,US,ALE,American IPA,6.5,ipa.jpg
Hop Cocoa,,Wicked Weed Brewing,US,PORTER,American Porter,6.5,pt.jpg
Hop Centric Double India Pale Ale,,Two Brothers Brewing Company,US,ALE,American Imperial IPA,9.9,ipa.jpg
Hop Centric Black,,Two Brothers Brewing Company,US,ALE,American Black Ale,9.9,dale.jpg
Hop Cakes,,NoDa Brewing Company,US,ALE,American Imperial IPA,10,ipa.jpg
Hop Burglar,,Wicked Weed Brewing,US,ALE,American IPA,7,ipa.jpg
Hop Bullet Double IPA,,Sierra Nevada Brewing Co.,US,ALE,American Imperial IPA,8,ipa.jpg
Hop Buggy,,Lancaster Brewing Company,US,ALE,American Amber / Red Ale,5.6,rale.jpg
Hop Box,,Joseph James Brewing Inc.,US,ALE,American Imperial IPA,8.2,ipa.jpg
Hop Bomber Pale Ale,,Rivertown Brewery & Barrel House,US,ALE,American Pale Ale (APA),5.5,pa.jpg
Hop Abomination,,Dry Dock Brewing Co.,US,ALE,American IPA,6.5,ipa.jpg
Hop 15,,Port Brewing,US,ALE,American Imperial IPA,10,ipa.jpg
Hoopla Pale Ale,,Boulder Beer / Wilderness Pub,US,ALE,American Pale Ale (APA),5.7,pa.jpg
Hooligan,,North Peak Brewing Company,US,ETC,Pumpkin Beer,5.5,lg.jpg
Hookiebobb IPA,,Crazy Mountain Brewing Company,US,ALE,American IPA,6.7,ipa.jpg
Hook & Ladder Golden Ale,,Hook & Ladder Brewing Company (No. 2),US,ALE,American Blonde Ale,5.5,pa.jpg
Hooey,,Lupulin Brewing,US,ALE,American IPA,6.2,ipa.jpg
Hoodoo Midwest Wet Hop IPA,,North Peak Brewing Company,US,ALE,American IPA,8,ipa.jpg
HOODOO,,Voodoo Brewery,US,ALE,American IPA,7.3,ipa.jpg
Honker's Ale,,Goose Island Beer Co.,US,ETC,English Bitter,4.3,lg.jpg
Honeyspot Road IPA,,Two Roads Brewing Company,US,ALE,American IPA,6,ipa.jpg
Honey Saison,,Almanac Beer Co.,US,ETC,Belgian Saison,4.8,pa.jpg
Honey Raspberry Ale,,Spanish Peaks Brewing Co.,US,ETC,Fruit and Field Beer,5.1,pa.jpg
Honey Ginger Lime,,Cascade Brewing / Raccoon Lodge & Brewpub,US,ALE,American Wild Ale,7.5,pa.jpg
Honey Blonde Ale,,Central Waters Brewing Co.,US,ALE,American Blonde Ale,4.6,pa.jpg
Honey Badger,,Short's Brewing Company,US,ALE,American Black Ale,8.6,dale.jpg
Homo Erectus,,Walking Man Brewing Co.,US,ALE,American Imperial IPA,9,ipa.jpg
Hommel Bier,,Perennial Artisan Ales,US,ALE,Belgian Pale Ale,5.9,pa.jpg
Homework Series Batch No. 6 - Robust Porter,,Ballast Point Brewing Company,US,PORTER,Robust Porter,7.8,pt.jpg
Homewood Reserve,,East End Brewing Company,US,STOUT,American Stout,6.2,st.jpg
Hometown Blonde,,New Glarus Brewing Company,US,PILSNER,German Pilsner,4.8,pil.jpg
Homestyle,,Bearded Iris Brewing,US,ALE,American IPA,6,ipa.jpg
Homefront IPA,,Left Hand Brewing Company,US,ALE,American IPA,6.6,ipa.jpg
Homefront IPA,,Cigar City Brewing,US,ALE,American IPA,6,ipa.jpg
"Home, Sour Home",,The Rare Barrel,US,ALE,American Wild Ale,5.8,pa.jpg
Holy Sheet (Brandy Barrel),,Heavy Seas Beer,US,ETC,Belgian Dubbel,10,lg.jpg
Holy Roller IPA,,Urban South Brewery,US,ALE,American IPA,6.3,ipa.jpg
Holy Moses White Ale,,Great Lakes Brewing Co.,US,ETC,Belgian Witbier,5.4,pa.jpg
Holy Mackerel Special Golden Ale,,"Holy Mackerel Small Batch Beers ""the garage project""",US,ALE,Belgian Strong Pale Ale,8.5,pa.jpg
Holy Mackerel Mack In Black,,"Holy Mackerel Small Batch Beers ""the garage project""",US,ALE,American Strong Ale,8,pa.jpg
Holy Crap! Imperial Red Ale,,Mispillion River Brewing,US,ALE,American Imperial Red Ale,9,rale.jpg
Holy Cow,,The Alchemist Brewery and Visitors Center,US,ALE,American IPA,5.1,ipa.jpg
Holly Jolly Christmas Ale,,Fat Head's Brewery & Saloon,US,ETC,Herb and Spice Beer,7.4,pa.jpg
Holiday Spice Lager Beer,,"Lakefront Brewery, Inc.",US,ETC,Herb and Spice Beer,9.4,pa.jpg
Holiday Haze IPA,,Sierra Nevada Brewing Co.,US,ALE,American IPA,6.5,ipa.jpg
Holidale,,Berkshire Brewing Company Inc.,US,ETC,American Barleywine,9.5,lg.jpg
Holger Danske (with Kissmeyer),,Hill Farmstead Brewery,US,ETC,Smoke Beer,7.5,lg.jpg
Hold On To Sunshine,,Tree House Brewing Company,US,STOUT,English Sweet / Milk Stout,7.6,st.jpg
HogWild IPA,,Aviator Brewing Company,US,ALE,American IPA,6.7,ipa.jpg
Hog Heaven: Imperial Red IPA,,Avery Brewing Company,US,ALE,American Imperial Red Ale,9.2,rale.jpg
Hodgson's Bitter End IPA,,Fish Brewing Company / Fishbowl Brewpub,US,ALE,American IPA,6.5,ipa.jpg
Hobo Life,,Lord Hobo Brewing Company,US,ALE,New England IPA,4.5,ipa.jpg
Hobbit Juice,,Beer'd Brewing Co.,US,ALE,American Imperial IPA,9.2,ipa.jpg
Hi-Wire Lager,,Hi-Wire Brewing,US,LAGER,American Lager,4.6,lg.jpg
Hive 56,,Allagash Brewing Company,US,ALE,American Wild Ale,9.2,pa.jpg
Hitchhiker,,Good People Brewing Company,US,ALE,American IPA,7.4,ipa.jpg
Hit The Trail Ale,,Long Trail Brewing Co.,US,ALE,English Brown Ale,4.2,pa.jpg
Hipster Repellant,,Falls City Brewing Company,US,ALE,American IPA,6.3,ipa.jpg
Hipster Brunch Stout,,Odd Side Ales,US,STOUT,American Imperial Stout,11,st.jpg
Hipster Ale,,Evil Twin Brewing,US,ALE,American Pale Ale (APA),5.5,pa.jpg
Hippotizing IPA,,River Horse Brewing Co.,US,ALE,American IPA,7.5,ipa.jpg
Hipp-O-Lantern Imperial Pumpkin Ale,,River Horse Brewing Co.,US,ETC,Pumpkin Beer,8.1,lg.jpg
Hippie I.P.A.,,Buckeye Brewing Company,US,ALE,American IPA,6.8,ipa.jpg
Hi-Pitch India Pale Ale,,Hi-Wire Brewing,US,ALE,American IPA,6.7,ipa.jpg
Hillsborough River Dry Irish Stout (Patio Tools),,Cigar City Brewing,US,STOUT,Irish Dry Stout,5.5,st.jpg
Highway 128 Session Series: Keebarlin' Pale Ale,,Anderson Valley Brewing Company,US,ALE,American Pale Ale (APA),4.2,pa.jpg
Highway 128 Session Series: Blood Orange Gose,,Anderson Valley Brewing Company,US,ETC,Leipzig Gose,4.2,lg.jpg
Highwater Hefeweizen,,Neshaminy Creek Brewing Company,US,WEIZEN,German Hefeweizen,5.2,lg.jpg
Highland Thunderstruck Coffee Porter,,Highland Brewing,US,PORTER,American Porter,5.9,pt.jpg
Highland Tasgall Ale,,Highland Brewing,US,ALE,Scotch Ale / Wee Heavy,8,pa.jpg
Highland Razor Wit,,Highland Brewing,US,ETC,Belgian Witbier,4.5,pa.jpg
Highland Oatmeal Porter,,Highland Brewing,US,PORTER,American Porter,5.8,pt.jpg
Highland Little Hump Spring Ale,,Highland Brewing,US,ALE,American Pale Ale (APA),4.5,pa.jpg
Highland Kashmir IPA,,Highland Brewing,US,ALE,English India Pale Ale (IPA),6,ipa.jpg
Highland IPA,,Highland Brewing,US,ALE,American IPA,7,ipa.jpg
Highland Imperial Kashmir IPA,,Highland Brewing,US,ALE,English India Pale Ale (IPA),10.2,ipa.jpg
Highland Imperial Black Mocha Stout,,Highland Brewing,US,STOUT,American Imperial Stout,9.5,st.jpg
Highland Gaelic Ale,,Highland Brewing,US,ALE,American Amber / Red Ale,5.8,rale.jpg
Highland Cold Mountain Winter Ale,,Highland Brewing,US,ETC,Winter Warmer,5.8,lg.jpg
Highland Clawhammer Oktoberfest,,Highland Brewing,US,ETC,German Marzen / Oktoberfest,5,pa.jpg
Highland Black Mocha Stout,,Highland Brewing,US,STOUT,American Stout,5,st.jpg
Higher Standard,,Peekskill Brewery,US,ALE,American Imperial IPA,8.8,ipa.jpg
Higher Math,,Dogfish Head Craft Brewery,US,ALE,American Strong Ale,17,pa.jpg
Higher Ground IPA,,Birdsong Brewing,US,ALE,American IPA,7,ipa.jpg
Higher Burnin',,LIC Beer Project,US,ALE,American IPA,7,ipa.jpg
High West-ified Imperial Coffee Stout,,Lagunitas Brewing Company,US,STOUT,American Imperial Stout,12.2,st.jpg
High Tide Fresh Hop IPA,,Port Brewing,US,ALE,American IPA,6.5,ipa.jpg
High Striker Single,,Great Lakes Brewing Co.,US,ALE,Belgian Pale Ale,4.8,pa.jpg
High Roller,,Big Boss Brewing,US,ALE,American IPA,6.8,ipa.jpg
High Road,,Tired Hands Brewing Company,US,ALE,American Imperial IPA,8,ipa.jpg
Hi-Fi Rye,,Flossmoor Station Restaurant & Brewery,US,ETC,American Barleywine,11,lg.jpg
HICu,,Magic Hat Brewing Company,US,ETC,Fruit and Field Beer,4.2,pa.jpg
Hickory Stick Stout,,Olde Hickory Brewery,US,STOUT,American Stout,5.8,st.jpg
Hibiscus IPA,,Coronado Brewing Company,US,ALE,American IPA,4.9,ipa.jpg
Hibernation Ale - Barrel-Aged,,Great Divide Brewing Company,US,ALE,English Old Ale,12.4,pa.jpg
Hibernation Ale,,Great Divide Brewing Company,US,ALE,English Old Ale,8.7,pa.jpg
Hibernal Vinifera Stout,,Ska Brewing Co.,US,STOUT,Foreign / Export Stout,8,st.jpg
Hibernal Dichotomous 2015,,Jester King Brewery,US,ETC,Belgian Saison,5,pa.jpg
Hibernal Dichotomous 2014,,Jester King Brewery,US,ETC,Belgian Saison,5.8,pa.jpg
Hi.P.A.,,Magic Hat Brewing Company,US,ALE,American IPA,6.7,ipa.jpg
Hi-#9 Not Quite India Pale Ale,,Magic Hat Brewing Company,US,ALE,American IPA,5.9,ipa.jpg
HHG APA,,Central Waters Brewing Co.,US,ALE,American Pale Ale (APA),5.3,pa.jpg
HFS,,Alpine Beer Company,US,ALE,American IPA,6.5,ipa.jpg
Heyday Belgian-Style White Ale,,Great Divide Brewing Company,US,ETC,Belgian Witbier,5.2,pa.jpg
Hex,,Magic Hat Brewing Company,US,ALE,American Amber / Red Ale,5.4,rale.jpg
Heroine India Pale Ale,,101 North Brewing Company,US,ALE,American IPA,7.2,ipa.jpg
Heritage Ale,,Bear Republic Brewing Co.,US,ALE,Scotch Ale / Wee Heavy,7,pa.jpg
Heresy,,Weyerbacher Brewing Co.,US,STOUT,Russian Imperial Stout,8,st.jpg
